/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_002.wav|Până în prezent, proiectul avea susținerea ambelor partide, care și-au împărțit deja conducerea noilor entități.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_003.wav|Băimăreanul urăște lipsa de punctualitate și fățărnicia.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_004.wav|În acest cămin au prioritate studenții în ani terminali.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_005.wav|Dincolo de efectele economice și comerciale, greva ne face să avem și lipsă de încredere în justiție.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_006.wav|Dacă vecinii nu reclamă, noi nu putem depista spargerile de pereți ilegale din apartamente.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_007.wav|Amploarea nu va fi aceeași, dar organizatorii se vor strădui să aducă produse autentice germane la poalele Tâmpei.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_008.wav|Vreau să continuu în acest domeniu până la sfârșitul vieții spune cu o mină foarte serioasă micuța.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_009.wav|Căzăturile sunt la ordinea zilei, am picioarele negre, sunt ca un dalmațian.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_010.wav|Pe de altă parte, conform rezultatelor obținute.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_011.wav|Nu este însă la fel de clar cu cât ar crește consumul și dependența de droguri.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_012.wav|Departajarea se face pe probe de cincizeci de metri care trebuiesc parcurse în zece secunde.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_013.wav|O păstrez ca amintire la loc de cinste își amintește informaticianul.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_014.wav|Sabău spune că stilul de joc al lăncierilor este același ca și pe vremea când juca el în Olanda.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_015.wav|M-am înțeles bine cu toată echipa, mi-a plăcut foarte mult, spune ea.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_016.wav|Dacă îi prindem nu îi exmatriculăm din facultate.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_017.wav|Pe lângă câini bătrâni avem și căței foarte drăguți și inteligenți.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_018.wav|Ion Tirinescu deține funcția de șef al poliției rutiere Hunedoara din anul două mii cinci.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_019.wav|Răspunde nu numai de funcționarea optimă ci și de asigurarea banilor pentru toate cheltuielile radioului.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_020.wav|I-a plăcut jurnalismul și pentru a ajunge să fie formator de opinie, a început facultatea la Pitești.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_021.wav|Sunt unii care au descoperit pe aceste rețele foști colegi de școală.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_022.wav|Arădenii sunt din ce în ce mai speriați la gândul că trebuie să circule pe drumul Arad Șiria.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_023.wav|Pe toate rutele din județul Vâlcea se fac, începând de săptămâna aceasta, controale care vizează activitățile de transport persoane.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_024.wav|Capitala și nord-estul au cunoscut cele mai mari ritmuri de creștere ale sumelor restante.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_025.wav|Vechile cabinete erau la o distanță de o sută cincizeci metri de spital și nu corespundeau reglementărilor Ministerului Sănătății.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_026.wav|Fără aceste două elemente de bază nu ai cum să lucrezi cu niciun copil.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_027.wav|Dorim să atragem finanțarea printr-un program transfrontalier cu Republica Moldova.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_028.wav|La ora actuală oamenii sunt preocupați de a avea și nu mai sunt preocupați de a fi.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_029.wav|Românii din străinătate nu există pentru autoritățile române de acolo, a oftat mama bărbatului.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_030.wav|De asemenea este organizat și campionatul național de car-audio.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_031.wav|Printre taxele cele mai mari le are Facultatea de Drept.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_032.wav|Comitetul de implementare are rolul de a supraveghea îndeplinirea obligațiilor ce revin părților la convenție.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_033.wav|Locația a fost stabilită de către inspectoratul școlar Arad, la grădinița cu program prelungit, situată în centrul orașului.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_034.wav|Precizează Gheorghe Crivac, unul dintre prorectorii Universității Pitești.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_035.wav|Uneori suntem chiar mai bune decât ei.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_036.wav|Compania mai are activități în domenii precum imobiliare, tehnologie și energie.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_038.wav|Din prima până în ultima secundă, convorbirea telefonică e o beșteleală de cartier aplicată cu toată impetuozitatea sărmanului cetățean.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_039.wav|În localitate există șase polițiști, dintre care unul este în concediu și unul are mâna ruptă.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_040.wav|Încă de la prima accesare m-a atras foarte mult.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_041.wav|Cât durează până câștigă, nu poate spune.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_042.wav|Dacă și pe data de treizeci septembrie se întârzie cu primirea avansului, pe doi octombrie la ora șapte.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_043.wav|Copiii care țineau în brațe bărcuțe cu telecomandă au înconjurat fântâna speranței, gata de cursă.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_044.wav|În blocul șase, două scări, adică aproximativ treizeci de apartamente, erau terminate când au venit actele de la primărie.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_045.wav|A fost testat alcooltest, rezultatul fiind negativ.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_046.wav|Până la urmă rămâi oricum doar cu amintirile plăcute, oboseala trece cu un somn bun.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_047.wav|De atunci, am învățat foarte multe persoane să danseze pe diferite ritmuri.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_048.wav|După ce i-au administrat îngrijirile de urgență, medicii l-au dus la reanimare, unde se află sub supraveghere de specialitate.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_049.wav|Viorica Crișan, directorul muzeului, stă zilnic peste program la serviciu.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_050.wav|Eșecul statului federal în fața cicloanelor rămâne unul din cele mai profunde stigmate ale președinției lui George.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_051.wav|Cel mai mare succes la vânzări l-a avut imediat după debut.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_052.wav|Parfumul reflectă atitudinea și stilul unic al unei femei, a spus cântăreața.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_053.wav|Responsabil pentru această stare de lucruri, este consumul prea mare de alcool și fumatul excesiv.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_054.wav|Carlton de Brug este situat la aproximativ cinsprezece kilometri de aeroportul din oraș.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_055.wav|Ar trebui să mai angajeze preoți.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_056.wav|Băimărenii vor putea cumpăra produse chiar și cu cinci lei.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_057.wav|Familie, căsătorit, are doi copii și doi nepoți.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_058.wav|Mi-au plăcut oamenii și mereu am avut încredere în oameni.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_059.wav|A uitat că nu mai este propagandist de partid, ci reprezentant al statului român.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_060.wav|Această activitate este considerată comerț ilicit de produse care atrage de la sine sancțiuni date de polițiștii comunitari.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_061.wav|Doar în primele zile inspectorii au confiscat aproape jumătate de kilogram de aur nemarcat de la bijuteriile din Timișoara.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_062.wav|Ei au făcut recurs și au solicitat judecătorilor curții de apel Timișoara să fie eliberați.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_063.wav|Și polițiștii se vor alătura colegilor lor, care vor protesta în fața Palatului Parlamentului.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_064.wav|Artiștii armâni, îmbrăcați în costume populare tradiționale au susținut și un spectacol cu melodii tradiționale populare din zona Moscopole.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_065.wav|Deocamdată lista este deschisă spune Magda Georgescu, purtător de cuvânt al a je o fe me Maramureș.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_066.wav|Cu doi ani în urmă, a fost demarată racordarea Severinului la rețeaua de gaze.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_067.wav|Studenții care învață la Universitatea Constantin Brâncoveanu se confruntă cu o problemă deosebit de gravă.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_068.wav|Nu este o lege care să-i interzică, dar este un statut care nici nu este aprobat cel puțin.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_069.wav|Explicația cu necorelarea vitezelor este una simplistă.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_070.wav|Noile căpetenii de la București erau nerăbdătoare să ia lumină de la Moscova.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_071.wav|Alexandru Oancea a trăit douăzeci de ani la Galați, unde a și deprins pasiunea pentru ambarcațiuni.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_072.wav|A traversat strada, moment în care șase persoane s-au năpustit asupra ei.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_073.wav|Este foarte bine pentru Pandurii că vom merge cu un moral bun la jocul cu Steaua.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_074.wav|Știu chiar înainte de a trece printr-un control medical de specialitate cum vor să nască.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_075.wav|Honda a intrat în formula unu în două mii cinci, când a cumpărat echipa Bar.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_076.wav|Acesta ar urma să devină operațional la începutul lui două mii unsprezece, potrivit Agerpres.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_077.wav|Ea nu este microbistă, dar cunoaște opțiunea mea și mă înțelege.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_078.wav|Nu suntem îndreptățiți să mai luăm și alte măsuri.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_079.wav|Eu primesc de la medicii de familie rapoarte zilnice, în care îmi spun că toți suspecții sunt monitorizați.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_080.wav|Grigore Anca patruzeci de ani din comuna Plopșoru, și-a ucis vecina și a târât-o până la poarta altui localnic.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_081.wav|Nu-mi dau seama cum va fi organizat traficul dacă se construiește podul.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_082.wav|Poliția rutieră a amplasat, astăzi, radare pe de ne șase.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_083.wav|Îmi plac cartofii prăjiți foarte mult, a spus Gabriel Safta.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_084.wav|M-au pândit până au oprit mașinile la semafor, apoi au venit spre mine trei bărbați și trei femei.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_085.wav|Consecințele ar fi catastrofale pentru sportul francez, a spus Michel Brun, vicepreședintele ce ne o se fe.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_086.wav|După primele cercetări se pare că șoferul autoturismului Fiat Punto a pierdut controlul volanului.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_087.wav|Zilnic traficul rutier, de pe cele mai mari străzi ale orașului, este îngreunat de căruțași.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_088.wav|Și așa procesele durează mult, acum vor dura și mai mult, precizează Mintaș.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_089.wav|Folk-ul ține de starea de spirit a fiecăruia dintre noi.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_090.wav|Acesta este evident visul unei nopți de vară care va rămâne un vis.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_091.wav|Târgul reunește importatori, producători și comercianți din toată țara și cu produse de toate felurile.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_092.wav|Șaisprezece ani într-o companie multinațională, dintre care doisprezece ani pe poziția de director general, este prea mult.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_093.wav|Activitățile de aici sunt o relaxare pentru noi.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_094.wav|Evoluția prețurilor cerute de către proprietarii care vând în rate a urmat tendința și variațiile pieței.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_095.wav|S-a făcut beznă în vagon, au căzut bagajele, a declarat pentru Realitatea te ve, unul dintre martori.|1
/datasets/SWARA/SWARA1.0_22k_noSil/bas_rnd1_096.wav|Brațul bărbatului a rămas în combină și a fost complet strivit.|1
